Time,Channel B,Channel C
(us),(V),(V)

-0.99900000,0.00000000,0.00000000
-0.99700000,0.00000000,0.00000000
-0.99500000,0.00000000,0.00000000
-0.99300000,0.00000000,0.00000000
-0.99100000,0.00000000,0.00000000
-0.98900000,0.00000000,0.00000000
-0.98700000,0.00000000,0.00000000
-0.98500000,0.00000000,0.00000000
-0.98300000,0.00000000,0.00000000
-0.98100000,0.00000000,0.00000000
-0.97900000,0.00000000,0.00000000
-0.97700000,0.00000000,0.00000000
-0.97500000,0.00000000,0.00000000
-0.97300000,0.00000000,0.00000000
-0.97100000,0.00000000,0.00000000
-0.96900000,0.00000000,0.00000000
-0.96700000,0.00000000,0.00000000
-0.96500000,0.00000000,0.00000000
-0.96300000,0.00000000,0.00000000
-0.96100000,0.00000000,0.00000000
-0.95900000,0.00000000,0.00000000
-0.95700000,-0.04321481,0.00000000
-0.95500000,0.00000000,0.00000000
-0.95300000,0.00000000,0.00000000
-0.95100000,0.00000000,0.00000000
-0.94900000,0.00000000,0.00000000
-0.94700000,0.00000000,0.00000000
-0.94500000,0.00000000,0.00000000
-0.94300000,0.00000000,0.00000000
-0.94100000,0.00000000,0.00000000
-0.93900000,0.00000000,0.00000000
-0.93700000,0.00000000,0.00000000
-0.93500000,0.00000000,0.00000000
-0.93300000,0.00000000,0.00000000
-0.93100000,0.00000000,0.00000000
-0.92900000,0.00000000,0.00000000
-0.92700000,0.00000000,0.00000000
-0.92500000,-0.04321481,0.00000000
-0.92300000,0.00000000,0.00000000
-0.92100000,0.00000000,0.00000000
-0.91900000,-0.04321481,0.00000000
-0.91700000,0.00000000,0.00000000
-0.91500000,0.00000000,0.00000000
-0.91300000,0.00000000,0.00000000
-0.91100000,0.00000000,0.00000000
-0.90900000,0.00000000,0.00000000
-0.90700000,0.00000000,0.00000000
-0.90500000,0.00000000,0.00000000
-0.90300000,0.00000000,0.00000000
-0.90100000,-0.04321481,0.00000000
-0.89900000,0.00000000,0.00000000
-0.89700000,0.00000000,0.00000000
-0.89500000,0.00000000,0.00000000
-0.89300000,-0.04321481,0.00000000
-0.89100000,0.00000000,0.00000000
-0.88900000,0.00000000,0.00000000
-0.88700000,0.00000000,0.00000000
-0.88500000,0.00000000,0.00000000
-0.88300000,0.00000000,0.00000000
-0.88100000,0.00000000,0.00000000
-0.87900000,0.00000000,0.00000000
-0.87700000,0.00000000,0.00000000
-0.87500000,0.00000000,0.00000000
-0.87300000,-0.04321481,0.00000000
-0.87100000,-0.04321481,0.00000000
-0.86900000,0.00000000,0.00000000
-0.86700000,0.00000000,0.00000000
-0.86500000,-0.04321481,0.00000000
-0.86300000,0.00000000,0.00000000
-0.86100000,-0.04321481,0.00000000
-0.85900000,0.00000000,0.00000000
-0.85700000,0.00000000,0.00000000
-0.85500000,0.00000000,0.00000000
-0.85300000,0.00000000,0.00000000
-0.85100000,0.00000000,0.00000000
-0.84900000,0.00000000,0.00000000
-0.84700000,0.00000000,0.00000000
-0.84500000,0.00000000,0.00000000
-0.84300000,0.00000000,0.00000000
-0.84100000,0.00000000,0.00000000
-0.83900000,0.00000000,0.00000000
-0.83700000,0.00000000,0.00000000
-0.83500000,0.00000000,0.00000000
-0.83300000,0.00000000,0.00000000
-0.83100000,0.00000000,0.00000000
-0.82900000,0.00000000,0.00000000
-0.82700000,0.00000000,0.00000000
-0.82500000,0.00000000,0.00000000
-0.82300000,0.00000000,0.00000000
-0.82100000,0.00000000,0.00000000
-0.81900000,0.00000000,0.00000000
-0.81700000,0.00000000,0.00000000
-0.81500000,0.00000000,0.00000000
-0.81300000,0.00000000,0.00000000
-0.81100000,0.00000000,0.00000000
-0.80900000,0.00000000,0.00000000
-0.80700000,-0.04321481,0.00000000
-0.80500000,0.00000000,0.00000000
-0.80300000,0.00000000,0.00000000
-0.80100000,0.00000000,0.00000000
-0.79900000,0.00000000,0.00000000
-0.79700000,0.00000000,0.00000000
-0.79500000,0.00000000,0.00000000
-0.79300000,0.00000000,0.00000000
-0.79100000,0.00000000,0.00000000
-0.78900000,0.00000000,0.00000000
-0.78700000,0.00000000,0.00000000
-0.78500000,0.00000000,0.00000000
-0.78300000,0.00000000,0.00000000
-0.78100000,0.00000000,0.00000000
-0.77900000,0.00000000,0.00000000
-0.77700000,0.00000000,0.00000000
-0.77500000,0.00000000,0.00000000
-0.77300000,0.00000000,0.00000000
-0.77100000,0.00000000,0.00000000
-0.76900000,-0.04321481,0.00000000
-0.76700000,0.00000000,0.00000000
-0.76500000,0.00000000,0.00000000
-0.76300000,0.00000000,0.00000000
-0.76100000,0.00000000,0.00000000
-0.75900000,0.00000000,0.00000000
-0.75700000,0.00000000,0.00000000
-0.75500000,0.00000000,0.00000000
-0.75300000,0.00000000,0.00000000
-0.75100000,0.00000000,0.00000000
-0.74900000,0.00000000,0.00000000
-0.74700000,0.00000000,0.00000000
-0.74500000,0.00000000,0.00000000
-0.74300000,0.00000000,0.00000000
-0.74100000,0.00000000,0.00000000
-0.73900000,0.00000000,0.00000000
-0.73700000,0.00000000,0.00000000
-0.73500000,0.00000000,0.00000000
-0.73300000,-0.04321481,0.00000000
-0.73100001,0.00000000,0.00000000
-0.72900001,0.00000000,0.00000000
-0.72700001,0.04321481,0.00000000
-0.72500001,0.00000000,0.00000000
-0.72300001,0.00000000,0.00000000
-0.72100001,0.00000000,0.00000000
-0.71900001,-0.04321481,0.00000000
-0.71700001,-0.04321481,0.00000000
-0.71500001,-0.04321481,0.00000000
-0.71300001,0.00000000,0.00000000
-0.71100001,0.00000000,0.00000000
-0.70900001,0.00000000,0.00000000
-0.70700001,0.00000000,0.00000000
-0.70500001,-0.04321481,0.00000000
-0.70300001,0.00000000,0.00000000
-0.70100001,0.00000000,0.00000000
-0.69900001,0.00000000,0.00000000
-0.69700001,0.00000000,0.00000000
-0.69500001,0.00000000,0.00000000
-0.69300001,0.00000000,0.00000000
-0.69100001,0.00000000,0.00000000
-0.68900001,0.00000000,0.00000000
-0.68700001,0.00000000,0.00000000
-0.68500001,0.00000000,0.00000000
-0.68300001,0.00000000,0.00000000
-0.68100001,0.00000000,0.00000000
-0.67900001,0.00000000,0.00000000
-0.67700001,0.00000000,0.00000000
-0.67500001,0.00000000,0.00000000
-0.67300001,0.00000000,0.00000000
-0.67100001,0.00000000,0.00000000
-0.66900001,0.00000000,0.00000000
-0.66700001,0.00000000,0.00000000
-0.66500001,0.00000000,0.00000000
-0.66300001,0.00000000,0.00000000
-0.66100001,0.00000000,0.00000000
-0.65900001,0.00000000,0.00000000
-0.65700001,-0.04321481,0.00000000
-0.65500001,-0.04321481,0.00000000
-0.65300001,0.00000000,0.00000000
-0.65100001,0.00000000,0.00000000
-0.64900001,0.00000000,0.00000000
-0.64700001,0.00000000,0.00000000
-0.64500001,0.00000000,0.00000000
-0.64300001,0.00000000,0.00000000
-0.64100001,0.00000000,0.00000000
-0.63900001,0.00000000,0.00000000
-0.63700001,0.00000000,0.00000000
-0.63500001,0.00000000,0.00000000
-0.63300001,0.00000000,0.00000000
-0.63100001,0.00000000,0.00000000
-0.62900001,0.00000000,0.00000000
-0.62700001,0.00000000,0.00000000
-0.62500001,0.00000000,0.00000000
-0.62300001,0.00000000,0.00000000
-0.62100001,0.00000000,0.00000000
-0.61900001,0.00000000,0.00000000
-0.61700001,0.00000000,0.00000000
-0.61500001,0.00000000,0.00000000
-0.61300001,0.00000000,0.00000000
-0.61100001,0.00000000,0.00000000
-0.60900001,0.00000000,0.00000000
-0.60700001,0.00000000,0.00000000
-0.60500001,0.00000000,0.00000000
-0.60300001,0.00000000,0.00000000
-0.60100001,0.00000000,0.00000000
-0.59900001,0.00000000,0.00000000
-0.59700001,0.00000000,0.00000000
-0.59500001,0.00000000,0.00000000
-0.59300001,0.00000000,0.00000000
-0.59100001,0.00000000,0.00000000
-0.58900001,0.00000000,0.00000000
-0.58700001,0.00000000,0.00000000
-0.58500001,0.00000000,0.00000000
-0.58300001,0.00000000,0.00000000
-0.58100001,0.00000000,0.00000000
-0.57900001,0.00000000,0.00000000
-0.57700001,0.00000000,0.00000000
-0.57500001,0.00000000,0.00000000
-0.57300001,0.00000000,0.00000000
-0.57100001,0.00000000,0.00000000
-0.56900001,-0.04321481,0.00000000
-0.56700001,0.00000000,0.00000000
-0.56500001,-0.04321481,0.00000000
-0.56300001,0.00000000,0.00000000
-0.56100001,0.00000000,0.00000000
-0.55900001,-0.04321481,0.00000000
-0.55700001,-0.04321481,0.00000000
-0.55500001,0.00000000,0.00000000
-0.55300001,0.00000000,0.00000000
-0.55100001,-0.04321481,0.00000000
-0.54900001,-0.04321481,0.00000000
-0.54700001,0.00000000,0.00000000
-0.54500001,0.00000000,0.00000000
-0.54300001,0.00000000,0.00000000
-0.54100001,0.00000000,0.00000000
-0.53900001,0.00000000,0.00000000
-0.53700001,0.00000000,0.00000000
-0.53500001,0.00000000,0.00000000
-0.53300001,0.00000000,0.00000000
-0.53100001,0.00000000,0.08612204
-0.52900001,0.00000000,0.00000000
-0.52700001,0.00000000,0.00000000
-0.52500001,0.00000000,0.00000000
-0.52300001,0.00000000,0.00000000
-0.52100001,0.00000000,0.00000000
-0.51900001,0.00000000,0.00000000
-0.51700001,0.00000000,0.00000000
-0.51500001,0.00000000,0.00000000
-0.51300001,0.00000000,0.00000000
-0.51100001,0.00000000,0.00000000
-0.50900001,0.00000000,0.00000000
-0.50700001,0.00000000,0.00000000
-0.50500001,0.00000000,0.00000000
-0.50300001,0.00000000,0.00000000
-0.50100001,0.00000000,0.00000000
-0.49900001,0.00000000,0.00000000
-0.49700001,0.00000000,0.00000000
-0.49500001,0.00000000,0.00000000
-0.49300001,0.00000000,0.00000000
-0.49100001,0.00000000,0.00000000
-0.48900001,0.00000000,0.00000000
-0.48700001,0.00000000,0.00000000
-0.48500001,0.00000000,0.00000000
-0.48300001,0.00000000,0.00000000
-0.48100001,0.00000000,0.00000000
-0.47900001,0.00000000,0.00000000
-0.47700001,0.00000000,0.00000000
-0.47500001,0.00000000,0.00000000
-0.47300001,0.00000000,0.00000000
-0.47100001,0.00000000,0.00000000
-0.46900001,0.00000000,0.00000000
-0.46700001,0.00000000,0.00000000
-0.46500001,0.00000000,0.00000000
-0.46300001,0.00000000,0.00000000
-0.46100001,-0.04321481,0.00000000
-0.45900001,0.00000000,0.00000000
-0.45700001,0.00000000,0.00000000
-0.45500001,0.00000000,0.00000000
-0.45300001,-0.04321481,0.00000000
-0.45100001,0.00000000,0.00000000
-0.44900001,-0.04321481,0.00000000
-0.44700001,0.00000000,0.00000000
-0.44500001,0.00000000,0.00000000
-0.44300001,0.00000000,0.00000000
-0.44100001,0.00000000,0.00000000
-0.43900001,0.00000000,0.00000000
-0.43700001,0.00000000,0.00000000
-0.43500001,0.00000000,0.00000000
-0.43300001,0.00000000,0.00000000
-0.43100001,-0.04321481,0.00000000
-0.42900001,0.00000000,0.00000000
-0.42700001,0.00000000,0.00000000
-0.42500001,0.00000000,0.00000000
-0.42300001,0.00000000,0.00000000
-0.42100001,-0.04321481,0.00000000
-0.41900001,0.00000000,0.00000000
