Time,Channel B,Channel C
(us),(V),(V)

-0.99833333,0.00000000,0.00000000
-0.99633333,0.00000000,0.00000000
-0.99433333,-0.04321481,0.00000000
-0.99233333,0.00000000,0.00000000
-0.99033333,0.00000000,0.00000000
-0.98833333,0.00000000,0.00000000
-0.98633333,0.00000000,0.00000000
-0.98433333,0.00000000,0.00000000
-0.98233333,0.00000000,0.00000000
-0.98033333,0.00000000,0.00000000
-0.97833333,0.00000000,0.00000000
-0.97633333,0.04321481,0.00000000
-0.97433333,0.00000000,0.00000000
-0.97233333,0.00000000,0.00000000
-0.97033333,-0.04321481,0.00000000
-0.96833333,0.00000000,0.00000000
-0.96633333,0.00000000,0.00000000
-0.96433333,0.00000000,0.00000000
-0.96233333,-0.04321481,0.00000000
-0.96033333,0.00000000,0.00000000
-0.95833333,0.00000000,0.00000000
-0.95633333,0.00000000,0.00000000
-0.95433333,-0.04321481,0.00000000
-0.95233333,0.00000000,0.00000000
-0.95033333,0.00000000,0.00000000
-0.94833333,0.00000000,0.00000000
-0.94633333,0.00000000,0.00000000
-0.94433333,0.00000000,0.00000000
-0.94233333,0.00000000,0.00000000
-0.94033333,0.00000000,0.00000000
-0.93833333,0.00000000,0.00000000
-0.93633333,0.00000000,0.00000000
-0.93433333,0.00000000,0.00000000
-0.93233333,0.04321481,0.00000000
-0.93033333,0.00000000,0.00000000
-0.92833333,0.00000000,0.00000000
-0.92633333,0.00000000,0.00000000
-0.92433333,0.00000000,0.00000000
-0.92233333,0.00000000,0.00000000
-0.92033333,0.00000000,0.00000000
-0.91833333,0.00000000,0.00000000
-0.91633333,0.00000000,0.00000000
-0.91433333,0.00000000,0.00000000
-0.91233333,0.00000000,0.00000000
-0.91033333,0.00000000,0.00000000
-0.90833333,-0.04321481,0.00000000
-0.90633333,0.00000000,0.00000000
-0.90433333,0.00000000,0.00000000
-0.90233333,0.00000000,0.00000000
-0.90033333,0.00000000,0.00000000
-0.89833333,0.00000000,0.00000000
-0.89633333,-0.04321481,0.00000000
-0.89433333,0.00000000,0.00000000
-0.89233333,0.00000000,0.00000000
-0.89033333,0.00000000,0.00000000
-0.88833333,0.00000000,0.00000000
-0.88633333,0.00000000,0.00000000
-0.88433333,0.00000000,0.00000000
-0.88233333,0.00000000,0.00000000
-0.88033333,0.00000000,0.00000000
-0.87833333,0.00000000,0.00000000
-0.87633333,0.00000000,0.00000000
-0.87433333,-0.04321481,0.00000000
-0.87233334,0.00000000,0.00000000
-0.87033334,0.00000000,0.00000000
-0.86833334,0.00000000,0.00000000
-0.86633334,0.00000000,0.00000000
-0.86433334,0.00000000,0.00000000
-0.86233334,0.00000000,0.00000000
-0.86033334,0.00000000,0.00000000
-0.85833334,0.00000000,0.00000000
-0.85633334,0.00000000,0.00000000
-0.85433334,0.00000000,0.00000000
-0.85233334,0.00000000,0.00000000
-0.85033334,-0.04321481,0.00000000
-0.84833334,0.00000000,0.00000000
-0.84633334,0.00000000,0.00000000
-0.84433334,0.00000000,0.00000000
-0.84233334,0.00000000,0.00000000
-0.84033334,0.00000000,0.00000000
-0.83833334,0.00000000,0.00000000
-0.83633334,0.00000000,0.00000000
-0.83433334,0.00000000,0.00000000
-0.83233334,0.00000000,0.00000000
-0.83033334,0.00000000,0.00000000
-0.82833334,0.00000000,0.00000000
-0.82633334,0.00000000,0.00000000
-0.82433334,0.00000000,0.00000000
-0.82233334,0.00000000,0.00000000
-0.82033334,0.00000000,0.00000000
-0.81833334,0.00000000,0.00000000
-0.81633334,0.00000000,0.00000000
-0.81433334,0.00000000,0.00000000
-0.81233334,0.00000000,0.00000000
-0.81033334,0.00000000,0.00000000
-0.80833334,0.00000000,0.00000000
-0.80633334,0.00000000,0.00000000
-0.80433334,0.00000000,0.00000000
-0.80233334,0.00000000,0.00000000
-0.80033334,0.00000000,0.00000000
-0.79833334,0.00000000,0.00000000
-0.79633334,0.00000000,0.00000000
-0.79433334,0.00000000,0.00000000
-0.79233334,0.00000000,0.00000000
-0.79033334,0.00000000,0.00000000
-0.78833334,0.00000000,0.00000000
-0.78633334,0.00000000,0.00000000
-0.78433334,0.00000000,0.00000000
-0.78233334,0.00000000,0.00000000
-0.78033334,0.00000000,0.00000000
-0.77833334,0.00000000,0.00000000
-0.77633334,0.00000000,0.00000000
-0.77433334,0.00000000,0.00000000
-0.77233334,0.04321481,0.00000000
-0.77033334,0.00000000,0.00000000
-0.76833334,0.00000000,0.00000000
-0.76633334,0.00000000,0.00000000
-0.76433334,-0.04321481,0.00000000
-0.76233334,0.00000000,0.00000000
-0.76033334,0.00000000,0.00000000
-0.75833334,0.00000000,0.00000000
-0.75633334,0.00000000,0.00000000
-0.75433334,0.00000000,0.00000000
-0.75233334,0.00000000,0.00000000
-0.75033334,0.00000000,0.00000000
-0.74833334,0.00000000,0.00000000
-0.74633334,0.00000000,0.00000000
-0.74433334,0.00000000,0.00000000
-0.74233334,0.00000000,0.00000000
-0.74033334,0.00000000,0.00000000
-0.73833334,0.00000000,0.00000000
-0.73633334,0.00000000,0.00000000
-0.73433334,0.00000000,0.00000000
-0.73233334,0.00000000,0.00000000
-0.73033334,0.04321481,0.00000000
-0.72833334,0.00000000,0.00000000
-0.72633334,0.00000000,0.00000000
-0.72433334,0.00000000,0.00000000
-0.72233334,0.00000000,0.00000000
-0.72033334,0.00000000,0.00000000
-0.71833334,0.00000000,0.00000000
-0.71633334,0.00000000,0.00000000
-0.71433334,0.00000000,0.00000000
-0.71233334,0.00000000,0.00000000
-0.71033334,0.00000000,0.00000000
-0.70833334,0.00000000,0.00000000
-0.70633334,0.00000000,0.00000000
-0.70433334,0.00000000,0.00000000
-0.70233334,0.00000000,0.00000000
-0.70033334,0.00000000,0.00000000
-0.69833334,0.00000000,0.00000000
-0.69633334,0.00000000,0.00000000
-0.69433334,0.00000000,0.00000000
-0.69233334,0.00000000,0.00000000
-0.69033334,0.00000000,0.00000000
-0.68833334,0.00000000,0.00000000
-0.68633334,0.00000000,0.00000000
-0.68433334,0.00000000,0.00000000
-0.68233334,0.00000000,0.00000000
-0.68033334,0.00000000,0.00000000
-0.67833334,0.00000000,0.00000000
-0.67633334,0.00000000,0.00000000
-0.67433334,-0.04321481,0.00000000
-0.67233334,0.00000000,0.00000000
-0.67033334,-0.04321481,0.00000000
-0.66833334,0.00000000,0.00000000
-0.66633334,-0.04321481,0.00000000
-0.66433334,0.00000000,0.00000000
-0.66233334,0.00000000,0.00000000
-0.66033334,0.00000000,0.00000000
-0.65833334,0.00000000,0.00000000
-0.65633334,0.00000000,0.00000000
-0.65433334,0.00000000,0.00000000
-0.65233334,0.00000000,0.00000000
-0.65033334,0.00000000,0.00000000
-0.64833334,0.00000000,0.00000000
-0.64633334,0.00000000,0.00000000
-0.64433334,0.00000000,0.00000000
-0.64233334,0.00000000,0.00000000
-0.64033334,0.00000000,0.00000000
-0.63833334,0.00000000,0.00000000
-0.63633334,0.00000000,0.00000000
-0.63433334,0.00000000,0.00000000
-0.63233334,-0.04321481,0.00000000
-0.63033334,0.00000000,0.00000000
-0.62833334,0.00000000,0.00000000
-0.62633334,0.00000000,0.00000000
-0.62433334,0.00000000,0.00000000
-0.62233334,0.00000000,0.00000000
-0.62033334,-0.04321481,0.00000000
-0.61833334,0.00000000,0.00000000
-0.61633334,0.00000000,0.00000000
-0.61433334,0.00000000,0.00000000
-0.61233334,0.00000000,0.00000000
-0.61033334,0.00000000,0.00000000
-0.60833334,0.00000000,0.00000000
-0.60633334,0.00000000,0.00000000
-0.60433334,0.00000000,0.00000000
-0.60233334,0.00000000,0.00000000
-0.60033334,0.00000000,0.00000000
-0.59833334,0.00000000,0.00000000
-0.59633334,0.00000000,0.00000000
-0.59433334,-0.04321481,0.00000000
-0.59233334,0.00000000,0.00000000
-0.59033334,0.00000000,0.00000000
-0.58833334,0.00000000,0.00000000
-0.58633334,0.00000000,0.00000000
-0.58433334,0.00000000,0.00000000
-0.58233334,0.00000000,0.00000000
-0.58033334,0.00000000,0.00000000
-0.57833334,0.00000000,0.00000000
-0.57633334,0.00000000,0.08612204
-0.57433334,0.00000000,0.00000000
-0.57233334,0.00000000,0.00000000
-0.57033334,0.00000000,0.00000000
-0.56833334,0.00000000,0.00000000
-0.56633334,-0.04321481,0.00000000
-0.56433334,0.00000000,0.00000000
-0.56233334,0.00000000,0.00000000
-0.56033334,0.00000000,0.00000000
-0.55833334,0.00000000,0.00000000
-0.55633334,0.00000000,0.00000000
-0.55433334,0.00000000,0.00000000
-0.55233334,0.00000000,0.00000000
-0.55033334,0.00000000,0.00000000
-0.54833334,0.00000000,0.00000000
-0.54633334,0.00000000,0.00000000
-0.54433334,0.00000000,0.00000000
-0.54233334,0.00000000,0.00000000
-0.54033334,0.00000000,0.00000000
-0.53833334,0.00000000,0.00000000
-0.53633334,0.00000000,0.00000000
-0.53433334,0.00000000,0.00000000
-0.53233334,0.00000000,0.00000000
-0.53033334,0.00000000,0.00000000
-0.52833334,0.00000000,0.00000000
-0.52633334,0.00000000,0.00000000
-0.52433334,-0.04321481,0.00000000
-0.52233334,0.00000000,0.00000000
-0.52033334,0.00000000,0.00000000
-0.51833335,0.00000000,0.00000000
-0.51633335,0.00000000,0.00000000
-0.51433335,0.00000000,0.00000000
-0.51233335,0.00000000,0.00000000
-0.51033335,0.00000000,0.00000000
-0.50833335,-0.04321481,0.00000000
-0.50633335,-0.04321481,0.00000000
-0.50433335,0.00000000,0.00000000
-0.50233335,0.00000000,0.00000000
-0.50033335,0.00000000,0.00000000
-0.49833335,0.00000000,0.00000000
-0.49633335,0.00000000,0.00000000
-0.49433335,0.00000000,0.00000000
-0.49233335,0.00000000,0.00000000
-0.49033335,0.00000000,0.00000000
-0.48833335,0.00000000,0.00000000
-0.48633335,0.00000000,0.00000000
-0.48433335,0.00000000,0.00000000
-0.48233335,0.00000000,0.00000000
-0.48033335,0.00000000,0.00000000
-0.47833335,0.00000000,0.00000000
-0.47633335,0.00000000,0.00000000
-0.47433335,0.00000000,0.00000000
-0.47233335,0.00000000,0.00000000
-0.47033335,0.00000000,0.00000000
-0.46833335,-0.04321481,0.00000000
-0.46633335,0.00000000,0.00000000
-0.46433335,0.00000000,0.00000000
-0.46233335,0.00000000,0.00000000
-0.46033335,0.00000000,0.00000000
-0.45833335,0.00000000,0.00000000
-0.45633335,0.00000000,0.00000000
-0.45433335,0.00000000,0.00000000
-0.45233335,0.00000000,0.00000000
-0.45033335,0.00000000,0.00000000
-0.44833335,0.00000000,0.08612204
-0.44633335,0.00000000,0.00000000
-0.44433335,0.00000000,0.00000000
-0.44233335,0.00000000,0.00000000
-0.44033335,0.00000000,0.00000000
-0.43833335,0.00000000,0.00000000
-0.43633335,0.00000000,0.00000000
-0.43433335,0.00000000,0.00000000
-0.43233335,0.00000000,0.00000000
-0.43033335,0.00000000,0.00000000
-0.42833335,0.00000000,0.00000000
-0.42633335,-0.04321481,0.00000000
-0.42433335,-0.04321481,0.00000000
-0.42233335,0.00000000,0.00000000
-0.42033335,0.00000000,0.00000000
-0.41833335,0.00000000,0.00000000
